District Name,Market Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Date,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,relative_humidity_2m_max,relative_humidity_2m_min
Mumbai,Mumbai- Fruit Market,Pineapple,3500,6000,4750,6/5/2025,34.5,23.1,5.2,5.2,89,46
Mumbai,Mumbai- Fruit Market,Pineapple,3500,6000,4750,7/5/2025,33.8,25.2,2.6,2.6,91,48
Mumbai,Mumbai- Fruit Market,Pineapple,3500,6000,4750,8/5/2025,30.6,22.7,6,6,96,63
Mumbai,Mumbai- Fruit Market,Pineapple,3500,7000,5250,9/5/2025,30.6,24.3,1.4,1.4,89,66
Mumbai,Mumbai- Fruit Market,Pineapple,3500,7000,5250,10/5/2025,32.8,24.8,1.3,1.3,94,54
Mumbai,Mumbai- Fruit Market,Pineapple,4000,4500,4250,11/5/2025,34.2,25.7,1,1,95,53
Mumbai,Mumbai- Fruit Market,Pineapple,4000,4500,4250,12/5/2025,34.6,26.4,3,3,93,52
Mumbai,Mumbai- Fruit Market,Pineapple,4000,5000,4500,13-05-2025,34.6,26.5,2.4,2.4,91,49
Mumbai,Mumbai- Fruit Market,Pineapple,4000,5000,4500,14-05-2025,34.8,24.9,3.6,3.6,93,52
Mumbai,Mumbai- Fruit Market,Pineapple,4000,5000,4500,15-05-2025,35,27.4,6,6,91,51
Mumbai,Mumbai- Fruit Market,Pineapple,4000,5000,4500,16-05-2025,33.8,27.5,1.9,1.9,89,55
Mumbai,Mumbai- Fruit Market,Pineapple,4000,5000,4500,17-05-2025,33.5,27.1,4.3,4.3,86,58
Mumbai,Mumbai- Fruit Market,Pineapple,4000,5000,4500,18-05-2025,35.7,27.2,0,0,84,45
Mumbai,Mumbai- Fruit Market,Pineapple,4500,5500,5000,20-05-2025,35.2,27.6,7.7,7.7,97,54
Kullu,Bandrol,Cucumbar(Kheera),1000,1500,1200,2/4/2024,22.2,6.9,0,0,83,39
Kullu,Bandrol,Cucumbar(Kheera),1000,1500,1200,3/4/2024,22.3,7.7,0,0,75,38
Kullu,Bandrol,Cucumbar(Kheera),1000,1500,1200,4/4/2024,23,6.7,0.5,0.5,66,28
Kullu,Bandrol,Cucumbar(Kheera),1000,1500,1200,5/4/2024,21.6,8.2,0.8,0.8,74,36
Kullu,Bandrol,Cucumbar(Kheera),1000,1500,1200,6/4/2024,23.8,6,0,0,66,27
Kullu,Bandrol,Cucumbar(Kheera),1000,1500,1200,7/4/2024,23.2,9.7,0.4,0.4,59,32
Kullu,Bandrol,Cucumbar(Kheera),1000,1600,1300,8/4/2024,22.7,9.4,0.1,0.1,64,28
Kullu,Bandrol,Cucumbar(Kheera),1000,1800,1400,9/4/2024,24.3,9.8,0,0,72,26
Kullu,Bandrol,Cucumbar(Kheera),1000,1800,1400,10/4/2024,24.6,9.6,0,0,71,26
Kullu,Bandrol,Cucumbar(Kheera),1000,2000,1500,11/4/2024,21.7,11,0.9,0.9,67,38
Kullu,Bandrol,Cucumbar(Kheera),1000,2300,1800,12/4/2024,25.1,10.1,0.4,0.4,59,30
Kullu,Bandrol,Cucumbar(Kheera),1000,2300,1800,13-04-2024,25.8,12.4,0,0,62,28
Kullu,Bandrol,Cucumbar(Kheera),1000,2500,1800,14-04-2024,19.4,12.9,31.6,31.6,89,58
Kullu,Bandrol,Cucumbar(Kheera),1200,1500,1400,15-04-2024,19.6,11.3,46.5,46.5,90,63
Kullu,Bandrol,Cucumbar(Kheera),1200,2000,1500,16-04-2024,22.7,8.7,38.5,36.7,92,41
Kullu,Bandrol,Cucumbar(Kheera),1200,2200,1700,17-04-2024,24.7,8.7,0,0,90,25
Kullu,Bandrol,Cucumbar(Kheera),1200,2400,1800,18-04-2024,23,11.6,2.2,2.2,90,49
Kullu,Bandrol,Cucumbar(Kheera),1200,2500,1800,19-04-2024,24.2,9.8,11,11,90,36
Kullu,Bandrol,Cucumbar(Kheera),1200,2500,1900,20-04-2024,23,8,20.6,18,87,36
Kullu,Bandrol,Cucumbar(Kheera),1200,2500,1900,21-04-2024,24.5,11.7,0.7,0.7,82,37
Kullu,Bandrol,Cucumbar(Kheera),1200,2600,2000,22-04-2024,23.7,13,2.9,2.9,64,37
Kullu,Bandrol,Cucumbar(Kheera),1500,2000,1800,23-04-2024,22.5,11.2,0.6,0.6,64,40
Kullu,Bandrol,Cucumbar(Kheera),1500,2000,1800,24-04-2024,23.4,12.3,1.8,1.8,68,38
Kullu,Bandrol,Cucumbar(Kheera),1500,2000,1800,25-04-2024,25.6,11.6,0,0,61,34
Kullu,Bandrol,Cucumbar(Kheera),1500,2000,1800,26-04-2024,27,13.6,0.2,0.2,63,27
Kullu,Bandrol,Cucumbar(Kheera),1500,2100,1800,27-04-2024,18.4,10.6,36.3,36.3,93,43
Kullu,Bandrol,Cucumbar(Kheera),1500,2100,2000,28-04-2024,23.6,9.3,1.7,1.7,87,42
Kullu,Bandrol,Cucumbar(Kheera),1500,2500,2000,29-04-2024,18.2,8.3,54.7,45.9,100,34
Kullu,Bandrol,Cucumbar(Kheera),1500,2500,2000,30-04-2024,25,4.2,0,0,94,35
Kullu,Bandrol,Cucumbar(Kheera),1500,2500,2000,1/5/2024,19.8,8,2.4,2.3,90,36
Kullu,Bandrol,Cucumbar(Kheera),1500,2500,2000,2/5/2024,23.9,9,0,0,55,32
Kullu,Bandrol,Cucumbar(Kheera),1500,3000,1800,3/5/2024,26.6,12,0,0,68,19
Kullu,Bandrol,Cucumbar(Kheera),1500,3000,2000,4/5/2024,25.3,15.9,1.9,1.9,77,44
Kullu,Bandrol,Cucumbar(Kheera),1500,3500,2500,5/5/2024,27.7,11.6,0,0,62,33
Kullu,Bandrol,Cucumbar(Kheera),1800,2800,2500,6/5/2024,27.8,13,0.1,0.1,76,33
Kullu,Bandrol,Cucumbar(Kheera),2000,2200,2100,7/5/2024,27.9,14.5,0.2,0.2,74,36
Kullu,Bandrol,Cucumbar(Kheera),2000,2500,2200,8/5/2024,27.3,13,0,0,70,43
Kullu,Bandrol,Cucumbar(Kheera),2000,3000,2500,9/5/2024,26.5,16.5,0,0,77,51
Kullu,Bandrol,Cucumbar(Kheera),2000,3400,2700,10/5/2024,27.4,16,0,0,78,41
Kullu,Bhuntar,Cucumbar(Kheera),600,800,700,11/5/2024,26.6,16.8,0.5,0.5,80,47
Kullu,Bhuntar,Cucumbar(Kheera),600,1200,800,12/5/2024,24.1,14.7,6,6,87,49
Kullu,Bhuntar,Cucumbar(Kheera),700,1000,800,13-05-2024,27.3,13.6,0,0,71,27
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,14-05-2024,28.2,14.4,0,0,68,24
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,15-05-2024,29.7,16,0,0,63,26
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,16-05-2024,30,15.8,0,0,65,30
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,17-05-2024,31.2,16.8,0,0,68,29
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,18-05-2024,31.4,17.8,0,0,70,26
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,19-05-2024,31.2,16.9,0,0,66,28
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,20-05-2024,30,17,0.2,0.2,69,31
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,21-05-2024,31.1,17.5,0,0,71,27
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,22-05-2024,30.3,18.6,0,0,70,33
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,23-05-2024,27.6,16.7,0.3,0.3,78,52
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,24-05-2024,28,18.3,0.1,0.1,73,48
Kullu,Bhuntar,Cucumbar(Kheera),800,1000,900,25-05-2024,31.8,19.4,0,0,64,34
Kullu,Bhuntar,Cucumbar(Kheera),800,1200,1000,26-05-2024,33,18.3,0,0,65,24
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,27-05-2024,33.1,19.4,0,0,58,20
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,28-05-2024,33.1,19.9,0,0,56,17
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,29-05-2024,34,18.8,0,0,56,11
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,30-05-2024,33.9,16.2,0.2,0.2,57,15
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,31-05-2024,31.8,19.3,0,0,60,20
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,1/6/2024,33.1,18.4,0.2,0.2,57,16
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,2/6/2024,31.1,19.8,0.5,0.5,61,23
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,3/6/2024,31.5,19.8,0.1,0.1,61,28
Kullu,Bhuntar,Cucumbar(Kheera),1000,1200,1100,4/6/2024,30.8,19.2,1.3,1.3,61,30
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,5/6/2024,31.1,18.8,10.5,10.5,89,29
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,6/6/2024,28.8,20.6,0.7,0.7,66,37
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,7/6/2024,30.4,14.5,0.1,0.1,63,24
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,8/6/2024,30.2,18.1,0,0,61,23
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,9/6/2024,31.2,18.1,0.1,0.1,61,25
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,10/6/2024,32,18.6,0.2,0.2,57,25
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,11/6/2024,31.4,17,0.1,0.1,66,25
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1200,12/6/2024,33.1,20.3,0.1,0.1,63,20
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,13-06-2024,33.6,21.2,0.7,0.7,66,24
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,14-06-2024,33.5,20.9,0,0,60,23
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,15-06-2024,33.2,20.3,0,0,61,25
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,16-06-2024,33.9,22,0,0,62,29
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,17-06-2024,34.3,22.4,0,0,68,25
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,18-06-2024,33.3,22.8,0.4,0.4,64,33
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,19-06-2024,32.4,21.6,0,0,59,27
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,20-06-2024,29.8,18.8,0.8,0.8,71,37
Kullu,Bhuntar,Cucumbar(Kheera),1000,1500,1300,21-06-2024,27.6,19.2,8.6,8.6,92,39
Kullu,Bhuntar,Cucumbar(Kheera),1000,2000,1500,22-06-2024,30.3,19.7,0,0,69,40
Kullu,Bhuntar,Cucumbar(Kheera),1000,2000,1500,23-06-2024,31.2,19.6,3.3,3.3,81,33
Kullu,Bhuntar,Cucumbar(Kheera),1000,2000,1500,24-06-2024,30.9,21.5,0.2,0.2,80,51
Kullu,Bhuntar,Cucumbar(Kheera),1000,2000,1500,25-06-2024,32.1,20.9,0,0,84,47
Kullu,Bhuntar,Cucumbar(Kheera),1000,2200,1800,26-06-2024,31.5,21.3,0.7,0.7,88,54
Kullu,Bhuntar,Cucumbar(Kheera),1000,2500,2000,27-06-2024,30.5,20.5,4.5,4.5,96,56
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1300,28-06-2024,30.9,20.3,3.5,3.5,98,50
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1300,29-06-2024,30.8,22.5,0.5,0.5,96,59
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1300,30-06-2024,30.2,20.4,0.8,0.8,98,60
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1300,1/7/2024,31,23,4.5,4.5,97,58
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1300,2/7/2024,30.7,23.1,12,12,98,61
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1300,3/7/2024,30,21.1,7.3,7.3,97,63
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1300,4/7/2024,28.2,23.8,5,5,97,71
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1400,5/7/2024,28.7,21.9,33.2,33.2,99,70
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1400,6/7/2024,29,21.2,52.3,52.3,98,65
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1400,7/7/2024,30.3,20.6,0.1,0.1,92,55
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1400,8/7/2024,29,20.5,0.4,0.4,96,66
Kullu,Bhuntar,Cucumbar(Kheera),1200,1500,1400,9/7/2024,29.8,19.3,1.3,1.3,97,62
Kullu,Bhuntar,Cucumbar(Kheera),1200,1800,1500,10/7/2024,29.6,18.1,0.5,0.5,100,59
Kullu,Bhuntar,Cucumbar(Kheera),1200,1800,1700,11/7/2024,29.5,20.9,0.9,0.9,93,66
Kullu,Bhuntar,Cucumbar(Kheera),1200,2000,1500,12/7/2024,29.4,21,3.6,3.6,93,55
Kullu,Bhuntar,Cucumbar(Kheera),1200,2000,1500,13-07-2024,28.7,19.5,1.9,1.9,93,58
Kullu,Bhuntar,Cucumbar(Kheera),1200,2000,1500,14-07-2024,29.4,17.1,0,0,95,61
Kullu,Bhuntar,Cucumbar(Kheera),1200,2000,1500,15-07-2024,29.7,20.7,0,0,84,65
Kullu,Bhuntar,Cucumbar(Kheera),1200,2000,1500,16-07-2024,29.7,22.3,0.6,0.6,89,56
Kullu,Bhuntar,Cucumbar(Kheera),1200,2000,1500,17-07-2024,30.1,21.5,2.4,2.4,96,63
Kullu,Bhuntar,Cucumbar(Kheera),1200,3400,2500,18-07-2024,29.7,22.1,2.1,2.1,97,65
Kullu,Bhuntar,Cucumbar(Kheera),1200,3400,2500,19-07-2024,30.7,19.5,0.2,0.2,100,60
Kullu,Bhuntar,Cucumbar(Kheera),1400,1500,1450,20-07-2024,30.6,22.1,4.8,4.8,97,62
Kullu,Bhuntar,Cucumbar(Kheera),1400,1500,1450,21-07-2024,29.8,22.2,1.9,1.9,97,66
Kullu,Bhuntar,Cucumbar(Kheera),1400,1500,1450,22-07-2024,29.4,23.1,14.5,14.5,97,71
Kullu,Bhuntar,Cucumbar(Kheera),1400,1500,1450,23-07-2024,30.1,23.1,0.3,0.3,90,63
Kullu,Bhuntar,Cucumbar(Kheera),1400,1600,1500,24-07-2024,30.4,22.9,1,1,93,68
Kullu,Bhuntar,Cucumbar(Kheera),1400,2000,1700,25-07-2024,30.4,22.4,1.4,1.4,100,65
Kullu,Bhuntar,Cucumbar(Kheera),1400,2200,1800,26-07-2024,29.7,22.5,3.3,3.3,98,66
Kullu,Bhuntar,Cucumbar(Kheera),1500,1600,1550,27-07-2024,28.9,24.3,5,5,96,70
Kullu,Bhuntar,Cucumbar(Kheera),1500,1700,1600,28-07-2024,30.4,24.2,21.9,21.9,96,65
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1600,29-07-2024,30.5,23.1,1.8,1.8,97,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,30-07-2024,30.6,23.6,8.7,8.7,99,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,31-07-2024,29.7,23.1,19.4,19.4,99,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,1/8/2024,28.9,23,26.8,26.8,97,69
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,2/8/2024,28.2,21.5,9.3,9.3,99,73
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,3/8/2024,27.3,22.7,7,7,98,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,4/8/2024,26.8,22.3,4.3,4.3,94,75
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,5/8/2024,28.1,22.4,8.4,8.4,97,73
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,6/8/2024,28.4,22.8,1.6,1.6,98,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,7/8/2024,28.4,22.9,43.8,43.8,97,73
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,8/8/2024,26.8,22.1,1.3,1.3,96,78
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,9/8/2024,27.3,22,0.5,0.5,98,73
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,10/8/2024,27.5,21.8,31.5,31.5,99,77
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,11/8/2024,24.6,22.4,52.5,52.5,96,79
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,12/8/2024,28.6,21.1,4.5,4.5,96,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,13-08-2024,27.8,20.6,0.6,0.6,98,73
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,14-08-2024,28.8,22.4,7.1,7.1,98,72
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,15-08-2024,27.6,23.3,16.1,16.1,99,80
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,16-08-2024,28.7,22.1,36,36,98,76
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,17-08-2024,29,21.6,8.8,8.8,97,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,18-08-2024,28.5,20.5,12.8,12.8,98,78
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,19-08-2024,27.9,21.8,8.2,8.2,97,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,20-08-2024,28.2,22,3.5,3.5,96,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,21-08-2024,27.9,20.6,0.4,0.4,98,67
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,22-08-2024,28.1,20.7,4.9,4.9,99,73
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,23-08-2024,28.3,20.2,0.9,0.9,99,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,24-08-2024,27.6,19.3,0.5,0.5,97,74
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,25-08-2024,28,21.8,1.8,1.8,89,63
Kullu,Bhuntar,Cucumbar(Kheera),1500,1800,1700,26-08-2024,27.8,21.6,3.8,3.8,97,66
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1700,27-08-2024,28.5,21.5,8.4,8.4,93,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1700,28-08-2024,28,20.4,2.1,2.1,94,72
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1700,29-08-2024,27.5,20.7,13.1,13.1,100,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1750,30-08-2024,28.4,20.1,12,12,97,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,31-08-2024,30.2,18.6,0.4,0.4,96,57
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,1/9/2024,29.3,19.5,1.8,1.8,90,67
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,2/9/2024,27.3,20.3,12,12,98,75
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,3/9/2024,27.1,19.6,7.9,7.9,97,74
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,4/9/2024,26.1,18.3,17.8,17.8,100,70
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,5/9/2024,26.9,17.5,1,1,99,73
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,6/9/2024,27,19.1,7.7,7.7,98,76
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,7/9/2024,27.3,18.1,10.5,10.5,95,74
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,8/9/2024,27.9,18.8,9.6,9.6,95,71
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,9/9/2024,28.3,18.9,5.9,5.9,92,67
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,10/9/2024,27.3,19.9,8.3,8.3,89,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,11/9/2024,27.8,19.1,26.4,26.4,94,57
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,12/9/2024,29.4,20.3,0.1,0.1,83,47
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,13-09-2024,27.3,18.7,5.7,5.7,92,69
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,14-09-2024,26.9,17.7,8.2,8.2,98,63
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,15-09-2024,26.8,17.2,0.4,0.4,91,56
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,16-09-2024,27.8,14.8,0.1,0.1,96,60
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,17-09-2024,28.3,19.1,0,0,93,45
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,18-09-2024,23.8,18.4,1,1,87,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,19-09-2024,27.2,21,2.2,2.2,89,53
Kullu,Bhuntar,Cucumbar(Kheera),1500,2000,1800,20-09-2024,29.6,20,0,0,99,60
Kullu,Bhuntar,Cucumbar(Kheera),1500,2200,1800,21-09-2024,28.8,17.2,0,0,98,65
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,22-09-2024,29.5,19,0,0,100,61
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,23-09-2024,30.7,16.7,0.1,0.1,91,52
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,24-09-2024,29.8,19.2,0,0,94,62
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,25-09-2024,27.4,19.2,1.6,1.6,93,70
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,26-09-2024,27.5,21.1,5.6,5.6,96,66
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,27-09-2024,26.2,19.3,2.6,2.6,97,68
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,28-09-2024,26.7,15.5,0,0,95,63
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,29-09-2024,27.1,16.2,0,0,88,70
Kullu,Bhuntar,Cucumbar(Kheera),1500,2500,2000,30-09-2024,28,15.8,0,0,88,58
Kullu,Bhuntar,Cucumbar(Kheera),1500,3000,2200,1/10/2024,27.6,17.4,0,0,89,59
Kullu,Bhuntar,Cucumbar(Kheera),1500,3000,2200,2/10/2024,26.6,14.9,0.3,0.3,97,63
Kullu,Bhuntar,Cucumbar(Kheera),1500,3000,2200,3/10/2024,27.5,14.4,0,0,94,53
Kullu,Bhuntar,Cucumbar(Kheera),1500,3000,2200,4/10/2024,26,15.5,0,0,86,52
Kullu,Bhuntar,Cucumbar(Kheera),1500,3000,2200,5/10/2024,26.1,16.1,0,0,79,49
Kullu,Bhuntar,Cucumbar(Kheera),1500,3000,2500,6/10/2024,26,16.3,0,0,67,44
Kullu,Bhuntar,Cucumbar(Kheera),1500,3000,2500,7/10/2024,26.3,16.7,0.5,0.5,84,44
Kullu,Bhuntar,Cucumbar(Kheera),1600,2000,1800,8/10/2024,25.1,14.7,4.3,4.3,86,47
Kullu,Bhuntar,Cucumbar(Kheera),1600,2200,1900,9/10/2024,25.7,14.8,0.1,0.1,77,41
Kullu,Bhuntar,Cucumbar(Kheera),1600,2200,1900,10/10/2024,25,11.4,0,0,70,38
Kullu,Bhuntar,Cucumbar(Kheera),1600,2200,1900,11/10/2024,24.7,12,0,0,67,45
Kullu,Bhuntar,Cucumbar(Kheera),1600,2200,2000,12/10/2024,25.1,14,0,0,79,48
Kullu,Bhuntar,Cucumbar(Kheera),1600,3300,2400,13-10-2024,25.1,15.2,0,0,79,49
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,14-10-2024,24.1,15.1,0.3,0.3,80,51
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,15-10-2024,24.4,15.1,0,0,86,43
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,16-10-2024,24.4,13.2,0,0,90,58
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,17-10-2024,23.9,11.2,0,0,92,49
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,18-10-2024,23.4,13.8,0.2,0.2,72,52
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,19-10-2024,23.7,12,0,0,73,45
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,20-10-2024,23.7,12.3,0.1,0.1,76,47
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,21-10-2024,23,13.5,0,0,80,51
Kullu,Bhuntar,Cucumbar(Kheera),1800,2000,1900,22-10-2024,23.2,13.9,0.6,0.6,79,51
Kullu,Bhuntar,Cucumbar(Kheera),1800,2200,2000,23-10-2024,24.9,13.9,0.1,0.1,75,31
Kullu,Bhuntar,Cucumbar(Kheera),1800,2200,2000,24-10-2024,25.6,13.1,0,0,65,30
Kullu,Bhuntar,Cucumbar(Kheera),1800,2200,2000,25-10-2024,25.2,13.7,0,0,66,35
Kullu,Bhuntar,Cucumbar(Kheera),1800,2200,2000,26-10-2024,25,14,0,0,87,32
Kullu,Bhuntar,Cucumbar(Kheera),1800,2200,2000,27-10-2024,24.7,13.8,0,0,95,53
Kullu,Bhuntar,Cucumbar(Kheera),1800,2300,2000,28-10-2024,24.3,11.7,0,0,100,48
Kullu,Bhuntar,Cucumbar(Kheera),1800,2400,2200,29-10-2024,24.8,10.3,0.4,0.4,97,47
Kullu,Bhuntar,Cucumbar(Kheera),1800,2500,2200,30-10-2024,24.2,13.9,0,0,76,48
Kullu,Bhuntar,Cucumbar(Kheera),1800,2500,2200,31-10-2024,24.2,13.6,0,0,72,45
Kullu,Bhuntar,Cucumbar(Kheera),1800,3000,2500,1/11/2024,24.5,14.4,0,0,94,43
Kullu,Bhuntar,Cucumbar(Kheera),1900,2300,2000,2/11/2024,24.8,12.2,0,0,100,52
Kullu,Bhuntar,Cucumbar(Kheera),2000,2200,2100,3/11/2024,24.3,12,0,0,89,40
Kullu,Bhuntar,Cucumbar(Kheera),2000,2200,2100,4/11/2024,23.8,13,0,0,87,53
Kullu,Bhuntar,Cucumbar(Kheera),2000,2200,2100,5/11/2024,22.5,12.4,0,0,99,61
Kullu,Bhuntar,Cucumbar(Kheera),2000,2200,2100,6/11/2024,22.8,9.4,0,0,100,59
Kullu,Bhuntar,Cucumbar(Kheera),2000,2200,2100,7/11/2024,23.5,11.1,0,0,100,56
Kullu,Bhuntar,Cucumbar(Kheera),2000,2400,2200,8/11/2024,23.1,11.5,0,0,100,56
Kullu,Bhuntar,Cucumbar(Kheera),2000,2400,2200,9/11/2024,22.2,9.4,0,0,100,57
Kullu,Bhuntar,Cucumbar(Kheera),2000,2400,2200,10/11/2024,22.2,10.2,0,0,100,54
Kullu,Bhuntar,Cucumbar(Kheera),2000,2400,2200,11/11/2024,22.6,10.2,0.6,0.6,82,37
Kullu,Bhuntar,Cucumbar(Kheera),2000,2400,2200,12/11/2024,22.1,11.3,0,0,79,44
Kullu,Bhuntar,Cucumbar(Kheera),2000,2400,2200,13-11-2024,23.6,7,0,0,91,26
